fold,row,group,partition
4,799,2020,outer_test
4,807,1950,outer_test
4,810,1691,outer_test
4,811,1089,outer_test
4,820,491,outer_test
4,833,1356,outer_test
4,837,1169,outer_test
4,843,319,outer_test
4,844,12,outer_test
4,845,411,outer_test
4,854,998,outer_test
4,865,4,outer_test
4,866,1983,outer_test
4,867,1401,outer_test
4,879,1768,outer_test
4,896,1267,outer_test
4,901,449,outer_test
4,904,1792,outer_test
4,907,11,outer_test
4,919,150,outer_test
4,923,259,outer_test
4,929,1296,outer_test
4,930,1525,outer_test
4,933,761,outer_test
4,938,236,outer_test
4,942,1779,outer_test
4,943,680,outer_test
4,957,772,outer_test
4,976,1315,outer_test
4,977,658,outer_test
4,978,799,outer_test
4,981,71,outer_test
4,995,1856,outer_test
4,999,1168,outer_test
4,1001,1850,outer_test
4,1002,1549,outer_test
4,1012,1909,outer_test
4,1014,1731,outer_test
4,1023,1864,outer_test
4,1026,817,outer_test
4,1031,2010,outer_test
4,1036,1783,outer_test
4,1042,1051,outer_test
4,1043,697,outer_test
4,1044,467,outer_test
4,1066,1389,outer_test
4,1070,612,outer_test
4,1071,139,outer_test
4,1086,1025,outer_test
4,1097,1530,outer_test
4,1101,1473,outer_test
4,1105,376,outer_test
4,1109,933,outer_test
4,1114,1491,outer_test
4,1115,844,outer_test
4,1116,864,outer_test
4,1123,954,outer_test
4,1126,208,outer_test
4,1131,1871,outer_test
4,1132,25,outer_test
4,1134,549,outer_test
4,1137,418,outer_test
4,1139,1289,outer_test
4,1146,949,outer_test
4,1147,1589,outer_test
4,1150,1197,outer_test
4,1153,219,outer_test
4,1163,1826,outer_test
4,1167,584,outer_test
4,1173,496,outer_test
4,1176,60,outer_test
4,1179,1257,outer_test
4,1188,812,outer_test
4,1191,1240,outer_test
4,1198,171,outer_test
4,1206,247,outer_test
4,1212,1904,outer_test
4,1215,653,outer_test
4,1221,691,outer_test
4,1223,507,outer_test
4,1226,57,outer_test
4,1231,598,outer_test
4,1243,462,outer_test
4,1244,1322,outer_test
4,1249,2024,outer_test
4,1252,363,outer_test
4,1256,1755,outer_test
4,1262,1530,outer_test
4,1270,858,outer_test
4,1279,1976,outer_test
4,1281,1347,outer_test
4,1282,1893,outer_test
4,1289,1397,outer_test
4,1290,1141,outer_test
4,1293,578,outer_test
4,1297,1686,outer_test
4,1305,1036,outer_test
4,1310,981,outer_test
4,1319,1068,outer_test
4,1320,1571,outer_test
4,1322,750,outer_test
4,1325,1007,outer_test
4,1335,1307,outer_test
4,1346,549,outer_test
4,1349,2007,outer_test
4,1352,1076,outer_test
4,1357,623,outer_test
4,1358,1391,outer_test
4,1367,1622,outer_test
4,1372,1213,outer_test
4,1375,1129,outer_test
4,1383,1562,outer_test
4,1393,1451,outer_test
4,1401,1939,outer_test
4,1404,606,outer_test
4,1406,1233,outer_test
4,1407,1740,outer_test
4,1408,1899,outer_test
4,1412,155,outer_test
4,1413,844,outer_test
4,1419,51,outer_test
4,1428,1060,outer_test
4,1432,1231,outer_test
4,1438,125,outer_test
4,1455,1713,outer_test
4,1462,1988,outer_test
4,1474,1662,outer_test
4,1479,1606,outer_test
4,1487,944,outer_test
4,1492,1866,outer_test
4,1494,1849,outer_test
4,1498,1060,outer_test
4,1514,1115,outer_test
4,1516,120,outer_test
4,1518,1439,outer_test
4,1525,1104,outer_test
4,1527,286,outer_test
4,1528,1349,outer_test
4,1529,827,outer_test
4,1532,1462,outer_test
4,1536,906,outer_test
4,1537,1843,outer_test
4,1538,313,outer_test
4,1552,870,outer_test
4,1562,1203,outer_test
4,1564,1014,outer_test
4,1565,290,outer_test
4,1569,60,outer_test
4,1574,1502,outer_test
4,1575,1227,outer_test
4,1576,685,outer_test
4,1583,880,outer_test
4,1585,1419,outer_test
4,1589,1155,outer_test
4,1601,1282,outer_test
4,1604,1514,outer_test
4,1618,1019,outer_test
4,1629,599,outer_test
4,1638,1372,outer_test
4,1651,389,outer_test
4,1658,774,outer_test
4,1665,1657,outer_test
4,1666,2024,outer_test
4,1668,1110,outer_test
4,1674,874,outer_test
4,1679,1599,outer_test
4,1684,426,outer_test
4,1686,1736,outer_test
4,1697,83,outer_test
4,1698,57,outer_test
4,1702,190,outer_test
4,1710,1121,outer_test
4,1720,1362,outer_test
4,1725,313,outer_test
4,1732,1463,outer_test
4,1734,240,outer_test
4,1737,636,outer_test
4,1746,1099,outer_test
4,1752,1831,outer_test
4,1757,1774,outer_test
4,1762,887,outer_test
4,1771,1039,outer_test
4,1775,1555,outer_test
4,1777,673,outer_test
4,1781,1072,outer_test
4,1782,136,outer_test
4,1783,480,outer_test
4,1784,839,outer_test
4,1787,1169,outer_test
4,1804,1147,outer_test
4,1812,185,outer_test
4,1826,1046,outer_test
4,1830,180,outer_test
4,1839,667,outer_test
4,1843,1586,outer_test
4,1852,1998,outer_test
4,1858,110,outer_test
4,1866,807,outer_test
4,1878,756,outer_test
4,1892,821,outer_test
4,1896,1479,outer_test
4,1897,94,outer_test
4,1898,553,outer_test
4,1910,30,outer_test
4,1914,1459,outer_test
4,1921,1764,outer_test
4,1923,1683,outer_test
4,1926,567,outer_test
4,1929,939,outer_test
4,1933,618,outer_test
4,1940,1085,outer_test
4,1950,1496,outer_test
4,1969,1072,outer_test
4,1971,225,outer_test
4,1975,131,outer_test
4,1979,1406,outer_test
4,1981,1520,outer_test
4,1982,515,outer_test
4,1983,560,outer_test
4,1986,1928,outer_test
4,1990,252,outer_test
4,1991,1839,outer_test
4,1997,736,outer_test
4,2004,104,outer_test
4,2006,20,outer_test
4,2007,1031,outer_test
4,2008,1807,outer_test
4,2011,1760,outer_test
4,2018,1179,outer_test
4,2021,400,outer_test
4,2026,1805,outer_test
4,2037,1944,outer_test
4,2044,264,outer_test
4,2048,630,outer_test
4,2053,160,outer_test
4,2056,521,outer_test
4,2058,1428,outer_test
4,2066,1455,outer_test
4,2079,1545,outer_test
4,2082,1253,outer_test
4,2083,344,outer_test
4,2084,534,outer_test
4,2085,920,outer_test
4,2092,328,outer_test
4,2096,1094,outer_test
4,2099,976,outer_test
4,2112,881,outer_test
4,2115,401,outer_test
4,2117,201,outer_test
4,2121,1882,outer_test
4,2127,1576,outer_test
4,2128,1335,outer_test
4,2131,1914,outer_test
4,2153,458,outer_test
4,2157,1325,outer_test
4,2160,852,outer_test
4,2167,47,outer_test
4,2176,293,outer_test
4,2177,1508,outer_test
4,2178,452,outer_test
4,2180,358,outer_test
4,2182,2003,outer_test
4,2184,1174,outer_test
4,2194,1581,outer_test
4,2200,1278,outer_test
4,2210,970,outer_test
4,2222,623,outer_test
4,2223,849,outer_test
5,0,611,fit
5,1,1993,fit
5,2,1297,fit
5,3,1133,fit
5,5,1799,fit
5,8,951,fit
5,9,716,fit
5,11,250,fit
5,12,301,fit
5,13,966,fit
5,14,573,fit
5,15,169,fit
5,16,1809,fit
5,17,485,fit
5,18,210,fit
5,19,1245,fit
5,20,249,fit
5,21,7,fit
5,22,514,fit
5,24,1670,fit
5,25,832,fit
5,26,1967,fit
5,27,435,fit
5,30,1533,fit
5,33,1919,fit
5,35,884,fit
5,36,1123,fit
5,37,1301,fit
5,38,754,fit
5,39,546,fit
5,40,708,fit
5,42,515,fit
5,43,1744,fit
5,44,893,fit
5,46,398,fit
5,47,1608,fit
5,48,1580,fit
5,49,211,fit
5,51,277,fit
5,53,88,fit
5,54,254,fit
5,58,61,fit
5,59,1210,fit
5,60,1841,fit
5,62,1851,fit
5,63,303,fit
5,64,1588,fit
5,65,963,fit
5,66,696,fit
5,67,1804,fit
5,68,1712,fit
5,70,1447,fit
5,73,682,fit
5,74,532,fit
5,77,1647,fit
5,78,1114,fit
5,81,1065,fit
5,82,79,fit
5,87,1056,fit
5,88,2010,fit
5,90,1222,fit
5,91,1163,fit
5,92,232,fit
5,93,767,fit
5,96,1288,fit
5,98,2013,fit
5,101,113,fit
5,103,1286,fit
5,104,1620,fit
5,106,1239,fit
5,107,797,fit
5,108,234,fit
5,112,876,fit
5,113,1729,fit
5,114,615,fit
5,115,987,fit
5,116,556,fit
5,117,1757,fit
5,118,503,fit
5,119,581,fit
5,120,418,fit
5,122,1653,fit
5,123,1576,fit
5,126,371,fit
5,127,569,fit
5,130,257,fit
5,131,1011,fit
5,134,1398,fit
5,135,915,fit
5,136,348,fit
5,137,1666,fit
5,138,660,fit
5,139,1063,fit
5,140,1478,fit
5,141,343,fit
5,142,192,fit
5,143,690,fit
5,144,1388,fit
5,145,52,fit
5,146,722,fit
5,147,1639,fit
5,150,752,fit
5,151,589,fit
5,154,1677,fit
5,156,493,fit
5,157,114,fit
5,160,1953,fit
5,161,959,fit
5,163,1445,fit
5,164,278,fit
5,166,1486,fit
5,167,836,fit
5,168,283,fit
5,170,1139,fit
5,172,1364,fit
5,179,2013,fit
5,180,1656,fit
5,181,1675,fit
5,182,2002,fit
5,185,391,fit
5,189,94,fit
5,192,58,fit
5,194,1735,fit
5,195,1896,fit
5,196,526,fit
5,197,769,fit
5,198,413,fit
5,199,1355,fit
5,200,1040,fit
5,201,1027,fit
5,202,1271,fit
5,204,1334,fit
5,205,911,fit
5,206,218,fit
5,207,899,fit
5,208,1934,fit
5,209,409,fit
5,210,751,fit
5,213,1513,fit
5,217,53,fit
5,219,1409,fit
5,221,1824,fit
5,222,952,fit
5,223,913,fit
5,224,174,fit
5,225,1013,fit
5,226,1706,fit
5,227,390,fit
5,231,851,fit
5,234,1208,fit
5,236,869,fit
5,237,17,fit
5,238,396,fit
5,239,2011,fit
5,240,1884,fit
5,242,1308,fit
5,243,946,fit
5,244,1899,fit
5,245,1136,fit
5,247,1374,fit
5,248,1615,fit
5,251,922,fit
5,252,1537,fit
5,255,647,fit
5,256,1147,fit
5,257,1207,fit
5,259,395,fit
5,260,940,fit
5,262,1066,fit
5,265,1668,fit
5,267,1004,fit
5,268,665,fit
5,270,224,fit
5,271,1710,fit
5,272,1404,fit
5,273,791,fit
5,275,1302,fit
5,276,568,fit
5,277,1150,fit
5,278,914,fit
5,279,1013,fit
5,280,485,fit
5,282,1930,fit
5,283,1382,fit
5,285,472,fit
5,288,1780,fit
5,289,605,fit
5,290,175,fit
5,292,1554,fit
5,296,639,fit
5,297,475,fit
5,300,457,fit
5,302,1412,fit
5,303,728,fit
5,304,595,fit
5,305,759,fit
5,308,541,fit
5,309,1926,fit
5,310,2030,fit
5,313,804,fit
5,314,1922,fit
5,315,165,fit
5,316,1082,fit
5,318,66,fit
5,319,545,fit
5,320,1854,fit
5,321,42,fit
5,323,1808,fit
5,327,438,fit
5,330,1182,fit
5,331,1177,fit
5,333,205,fit
5,335,170,fit
5,336,1190,fit
5,337,339,fit
5,338,453,fit
5,339,1683,fit
5,340,1479,fit
5,341,297,fit
5,343,1074,fit
5,345,428,fit
5,346,1719,fit
5,347,416,fit
5,348,726,fit
5,349,1458,fit
5,350,304,fit
5,351,826,fit
5,352,1814,fit
5,354,296,fit
5,355,340,fit
5,356,1276,fit
5,357,1840,fit
5,358,1956,fit
5,362,1955,fit
5,364,1523,fit
5,365,1651,fit
5,366,2022,fit
5,367,1659,fit
5,368,470,fit
5,369,1959,fit
5,370,51,fit
5,371,126,fit
5,373,1378,fit
5,374,1084,fit
5,375,1879,fit
5,377,609,fit
5,379,148,fit
5,381,1023,fit
5,382,1087,fit
5,383,1437,fit
5,384,1782,fit
5,385,1974,fit
5,387,702,fit
5,389,2019,fit
5,390,1660,fit
5,391,1414,fit
5,392,653,fit
5,393,333,fit
5,394,212,fit
5,395,2006,fit
5,397,931,fit
5,398,945,fit
5,399,447,fit
5,400,128,fit
5,404,1661,fit
5,405,951,fit
5,407,1979,fit
5,408,1367,fit
5,411,380,fit
5,412,1444,fit
5,417,1829,fit
5,423,379,fit
5,425,1715,fit
5,426,536,fit
5,427,706,fit
5,431,1707,fit
5,432,1387,fit
5,433,662,fit
5,434,501,fit
5,436,436,fit
5,437,925,fit
5,438,1189,fit
5,439,1080,fit
5,440,1084,fit
5,441,1320,fit
5,442,397,fit
5,443,1118,fit
5,445,1638,fit
5,447,720,fit
5,453,703,fit
5,454,670,fit
5,455,386,fit
5,458,1394,fit
5,459,448,fit
5,461,758,fit
5,463,926,fit
5,464,1730,fit
5,466,1534,fit
5,467,1293,fit
5,468,1012,fit
5,469,626,fit
5,472,1171,fit
5,473,1832,fit
5,474,1532,fit
5,475,782,fit
5,476,196,fit
5,477,986,fit
5,478,1614,fit
5,479,1861,fit
5,483,343,fit
5,485,679,fit
5,489,235,fit
5,490,1603,fit
5,493,1992,fit
5,494,784,fit
5,496,1184,fit
5,497,481,fit
5,498,1313,fit
5,499,1193,fit
5,500,1544,fit
5,501,1387,fit
5,502,1262,fit
5,503,1818,fit
5,505,1227,fit
5,506,476,fit
5,507,714,fit
5,509,1195,fit
5,511,246,fit
5,512,805,fit
5,515,1594,fit
5,517,1978,fit
5,519,1188,fit
5,520,1442,fit
5,521,81,fit
5,522,561,fit
5,523,909,fit
5,524,1277,fit
5,525,244,fit
5,527,1272,fit
5,528,445,fit
5,529,1771,fit
5,530,1319,fit
5,532,1931,fit
5,533,97,fit
5,534,1438,fit
5,535,164,fit
5,539,2014,fit
5,541,1030,fit
5,542,1359,fit
5,543,1353,fit
5,546,1090,fit
5,547,415,fit
5,549,183,fit
5,550,491,fit
5,551,1746,fit
5,553,54,fit
5,554,394,fit
5,557,1115,fit
5,558,13,fit
5,559,46,fit
5,560,867,fit
5,561,1360,fit
5,563,1368,fit
5,564,1709,fit
5,565,1886,fit
5,567,1270,fit
5,568,885,fit
5,569,1574,fit
5,570,331,fit
5,571,18,fit
5,572,713,fit
5,573,1973,fit
5,575,1485,fit
5,576,748,fit
5,578,1670,fit
5,579,299,fit
5,580,1980,fit
5,581,1699,fit
5,583,1218,fit
5,584,217,fit
5,585,645,fit
5,590,1092,fit
5,591,640,fit
5,592,967,fit
5,594,627,fit
5,595,1652,fit
5,599,1628,fit
5,600,1695,fit
5,603,754,fit
5,604,661,fit
5,605,1682,fit
5,608,648,fit
5,610,1926,fit
5,611,373,fit
5,613,1560,fit
5,614,770,fit
5,615,1294,fit
5,616,1634,fit
5,619,1602,fit
5,620,19,fit
5,622,587,fit
5,627,1657,fit
5,628,100,fit
5,629,867,fit
5,630,1022,fit
5,631,731,fit
5,632,251,fit
5,636,35,fit
5,637,1782,fit
5,638,1148,fit
5,639,1578,fit
5,641,1511,fit
5,644,1443,fit
5,646,724,fit
5,647,518,fit
5,648,1711,fit
5,650,269,fit
5,651,1888,fit
5,652,1205,fit
5,653,133,fit
5,654,922,fit
5,655,1483,fit
5,656,1725,fit
5,660,1972,fit
5,661,1788,fit
5,662,1454,fit
5,663,990,fit
5,664,739,fit
5,665,1316,fit
5,666,225,fit
5,667,1344,fit
5,669,1678,fit
5,670,1877,fit
5,671,2022,fit
5,672,1468,fit
5,673,591,fit
5,674,1126,fit
5,675,2017,fit
5,678,405,fit
5,679,272,fit
5,680,293,fit
5,681,384,fit
5,683,1605,fit
5,684,37,fit
5,685,1342,fit
5,688,643,fit
5,689,571,fit
5,690,195,fit
5,691,318,fit
5,692,346,fit
5,695,352,fit
5,696,1596,fit
5,698,562,fit
5,699,1908,fit
5,701,2026,fit
5,702,726,fit
5,704,1734,fit
5,706,1177,fit
5,707,607,fit
5,710,1566,fit
5,711,1481,fit
5,713,847,fit
5,714,956,fit
5,715,1853,fit
5,716,1332,fit
5,717,1881,fit
5,719,1722,fit
5,722,899,fit
5,724,678,fit
5,725,1100,fit
5,726,744,fit
5,728,1059,fit
5,729,254,fit
5,730,641,fit
5,731,978,fit
5,732,1786,fit
5,733,1145,fit
5,734,1452,fit
5,738,1982,fit
5,739,464,fit
5,741,537,fit
5,742,434,fit
5,745,439,fit
5,748,353,fit
5,750,1923,fit
5,751,359,fit
5,752,777,fit
5,754,1645,fit
5,756,873,fit
5,758,668,fit
5,760,256,fit
5,761,1937,fit
5,762,1951,fit
5,763,1416,fit
5,764,1331,fit
5,766,361,fit
5,769,1229,fit
5,770,927,fit
5,771,1969,fit
5,772,1211,fit
5,774,1354,fit
5,775,1158,fit
5,776,582,fit
5,777,64,fit
5,778,349,fit
5,780,1242,fit
5,784,1585,fit
5,786,1604,fit
5,787,414,fit
5,788,796,fit
5,789,1933,fit
5,790,1281,fit
5,793,1247,fit
5,794,1700,fit
5,795,262,fit
5,796,281,fit
5,797,460,fit
5,798,991,fit
5,799,2020,fit
5,800,285,fit
5,802,199,fit
5,805,179,fit
5,807,1950,fit
5,808,1300,fit
5,810,1691,fit
5,811,1089,fit
5,814,65,fit
5,815,1903,fit
5,816,1724,fit
5,817,2001,fit
5,819,1457,fit
5,820,491,fit
5,822,490,fit
5,823,1962,fit
5,824,239,fit
5,827,288,fit
5,829,156,fit
5,830,1546,fit
5,831,1836,fit
5,832,1936,fit
5,833,1356,fit
5,835,740,fit
5,837,1169,fit
5,840,1224,fit
5,841,145,fit
5,842,198,fit
5,843,319,fit
5,844,12,fit
5,846,1470,fit
5,847,1280,fit
5,849,1425,fit
5,850,408,fit
5,851,622,fit
5,853,121,fit
5,854,998,fit
5,855,1790,fit
5,857,801,fit
5,861,306,fit
5,862,1173,fit
5,864,628,fit
5,865,4,fit
5,867,1401,fit
5,870,2027,fit
5,871,227,fit
5,872,140,fit
5,873,1236,fit
5,874,1420,fit
5,875,238,fit
5,876,1791,fit
5,877,1225,fit
5,878,271,fit
5,880,1794,fit
5,881,1605,fit
5,882,72,fit
5,883,1366,fit
5,884,1329,fit
5,887,1633,fit
5,888,388,fit
5,891,546,fit
5,892,533,fit
5,893,1246,fit
5,895,1423,fit
5,896,1267,fit
5,898,134,fit
5,899,802,fit
5,900,683,fit
5,901,449,fit
5,904,1792,fit
5,905,1739,fit
5,906,891,fit
5,907,11,fit
5,909,2008,fit
5,911,106,fit
5,912,108,fit
5,913,505,fit
5,918,861,fit
5,920,1872,fit
5,922,781,fit
5,923,259,fit
5,925,2019,fit
5,926,1769,fit
5,928,1703,fit
5,929,1296,fit
5,930,1525,fit
5,931,1937,fit
5,932,146,fit
5,933,761,fit
5,937,494,fit
5,939,1453,fit
5,940,9,fit
5,941,795,fit
5,942,1779,fit
5,943,680,fit
5,944,15,fit
5,945,1411,fit
5,947,402,fit
5,948,446,fit
5,949,310,fit
5,957,772,fit
5,959,1101,fit
5,960,1125,fit
5,962,1279,fit
5,963,440,fit
5,964,1975,fit
5,965,1552,fit
5,966,1857,fit
5,968,1815,fit
5,969,707,fit
5,973,1777,fit
5,974,1100,fit
5,975,1034,fit
5,976,1315,fit
5,977,658,fit
5,980,1027,fit
5,981,71,fit
5,982,1024,fit
5,983,1643,fit
5,984,950,fit
5,987,1157,fit
5,988,1848,fit
5,990,1216,fit
5,991,1767,fit
5,993,810,fit
5,995,1856,fit
5,996,1436,fit
5,997,1251,fit
5,998,1573,fit
5,999,1168,fit
5,1002,1549,fit
5,1004,434,fit
5,1006,932,fit
5,1007,1563,fit
5,1009,766,fit
5,1010,1321,fit
5,1012,1909,fit
5,1014,1731,fit
5,1015,1822,fit
5,1016,1810,fit
5,1017,1627,fit
5,1018,228,fit
5,1020,222,fit
5,1021,292,fit
5,1023,1864,fit
5,1024,734,fit
5,1026,817,fit
5,1027,159,fit
5,1029,898,fit
5,1031,2010,fit
5,1033,947,fit
5,1034,1906,fit
5,1036,1783,fit
5,1041,1346,fit
5,1043,697,fit
5,1045,341,fit
5,1048,261,fit
5,1050,883,fit
5,1051,504,fit
5,1055,86,fit
5,1056,822,fit
5,1057,275,fit
5,1058,652,fit
5,1060,1855,fit
5,1061,1053,fit
5,1062,1256,fit
5,1063,1512,fit
5,1066,1389,fit
5,1067,146,fit
5,1069,1405,fit
5,1070,612,fit
5,1071,139,fit
5,1072,1370,fit
5,1073,484,fit
5,1075,764,fit
5,1076,778,fit
5,1080,1075,fit
5,1081,601,fit
5,1082,1049,fit
5,1083,1146,fit
5,1084,1693,fit
5,1086,1025,fit
5,1088,745,fit
5,1089,1594,fit
5,1090,126,fit
5,1092,1266,fit
5,1093,980,fit
5,1094,1109,fit
5,1097,1530,fit
5,1098,1943,fit
5,1099,1632,fit
5,1101,1473,fit
5,1105,376,fit
5,1106,1961,fit
5,1109,933,fit
5,1110,518,fit
5,1111,1557,fit
5,1112,1519,fit
5,1114,1491,fit
5,1115,844,fit
5,1116,864,fit
5,1118,1178,fit
5,1119,498,fit
5,1121,995,fit
5,1122,1636,fit
5,1123,954,fit
5,1124,1765,fit
5,1125,1230,fit
5,1126,208,fit
5,1127,1156,fit
5,1129,39,fit
5,1131,1871,fit
5,1132,25,fit
5,1134,549,fit
5,1135,1533,fit
5,1136,1837,fit
5,1137,418,fit
5,1138,711,fit
5,1139,1289,fit
5,1141,1817,fit
5,1145,499,fit
5,1147,1589,fit
5,1148,1187,fit
5,1149,1201,fit
5,1150,1197,fit
5,1151,693,fit
5,1153,219,fit
5,1154,539,fit
5,1157,1892,fit
5,1159,368,fit
5,1160,1828,fit
5,1161,87,fit
5,1162,1309,fit
5,1163,1826,fit
5,1164,1718,fit
5,1165,1223,fit
5,1166,1963,fit
5,1167,584,fit
5,1168,1320,fit
5,1169,383,fit
5,1170,1474,fit
5,1172,919,fit
5,1173,496,fit
5,1177,1996,fit
5,1178,1165,fit
5,1179,1257,fit
5,1181,489,fit
5,1186,1113,fit
5,1188,812,fit
5,1189,488,fit
5,1192,1150,fit
5,1195,633,fit
5,1196,354,fit
5,1198,171,fit
5,1199,522,fit
5,1201,119,fit
5,1202,432,fit
5,1204,1885,fit
5,1206,247,fit
5,1207,326,fit
5,1208,1417,fit
5,1209,1244,fit
5,1210,1510,fit
5,1211,1017,fit
5,1212,1904,fit
5,1213,1548,fit
5,1214,266,fit
5,1215,653,fit
5,1217,1380,fit
5,1218,1373,fit
5,1220,27,fit
5,1221,691,fit
5,1223,507,fit
5,1224,158,fit
5,1225,550,fit
5,1226,57,fit
5,1227,177,fit
5,1228,638,fit
5,1231,598,fit
5,1232,1750,fit
5,1233,478,fit
5,1235,925,fit
5,1236,1255,fit
5,1241,99,fit
5,1242,314,fit
5,1243,462,fit
5,1244,1322,fit
5,1245,2033,fit
5,1247,755,fit
5,1248,1685,fit
5,1250,419,fit
5,1252,363,fit
5,1256,1755,fit
5,1257,1855,fit
5,1258,365,fit
5,1261,1524,fit
5,1262,1530,fit
5,1263,1867,fit
5,1264,1057,fit
5,1266,1942,fit
5,1267,375,fit
5,1268,1655,fit
5,1269,816,fit
5,1270,858,fit
5,1271,1752,fit
5,1274,378,fit
5,1275,1489,fit
5,1276,1393,fit
5,1277,1345,fit
5,1278,712,fit
5,1280,1314,fit
5,1281,1347,fit
5,1282,1893,fit
5,1283,298,fit
5,1284,749,fit
5,1288,1884,fit
5,1289,1397,fit
5,1290,1141,fit
5,1292,1985,fit
5,1293,578,fit
5,1294,1117,fit
5,1295,1120,fit
5,1297,1686,fit
5,1298,9,fit
5,1300,1927,fit
5,1301,577,fit
5,1303,347,fit
5,1304,367,fit
5,1309,1918,fit
5,1310,981,fit
5,1311,2023,fit
5,1315,1922,fit
5,1316,1431,fit
5,1318,672,fit
5,1319,1068,fit
5,1320,1571,fit
5,1321,154,fit
5,1323,1813,fit
5,1326,1396,fit
5,1327,1541,fit
5,1328,424,fit
5,1331,960,fit
5,1333,602,fit
5,1334,819,fit
5,1335,1307,fit
5,1336,1131,fit
5,1337,1819,fit
5,1338,732,fit
5,1339,275,fit
5,1340,1432,fit
5,1341,848,fit
5,1345,1527,fit
5,1346,549,fit
5,1348,1738,fit
5,1349,2007,fit
5,1351,1568,fit
5,1352,1076,fit
5,1354,442,fit
5,1355,1754,fit
5,1357,623,fit
5,1358,1391,fit
5,1360,566,fit
5,1361,890,fit
5,1364,1052,fit
5,1365,2026,fit
5,1367,1622,fit
5,1369,1560,fit
5,1372,1213,fit
5,1373,918,fit
5,1374,1798,fit
5,1375,1129,fit
5,1376,1127,fit
5,1380,0,fit
5,1381,1948,fit
5,1383,1562,fit
5,1385,993,fit
5,1386,359,fit
5,1387,862,fit
5,1388,651,fit
5,1389,2028,fit
5,1392,1748,fit
5,1393,1451,fit
5,1395,1150,fit
5,1396,124,fit
5,1397,1518,fit
5,1398,1903,fit
5,1399,1966,fit
5,1401,1939,fit
5,1403,1931,fit
5,1408,1899,fit
5,1410,517,fit
5,1412,155,fit
5,1413,844,fit
5,1414,1287,fit
5,1415,1921,fit
5,1416,646,fit
5,1417,1200,fit
5,1419,51,fit
5,1421,1454,fit
5,1423,1552,fit
5,1427,504,fit
5,1428,1060,fit
5,1429,153,fit
5,1431,1915,fit
5,1432,1231,fit
5,1433,1518,fit
5,1434,856,fit
5,1436,1420,fit
5,1437,338,fit
5,1438,125,fit
5,1439,657,fit
5,1440,147,fit
5,1442,1835,fit
5,1443,1464,fit
5,1444,403,fit
5,1446,127,fit
5,1447,996,fit
5,1448,863,fit
5,1451,776,fit
5,1452,898,fit
5,1453,983,fit
5,1454,2,fit
5,1457,1868,fit
5,1458,1048,fit
5,1460,760,fit
5,1462,1988,fit
5,1463,905,fit
5,1464,434,fit
5,1465,1694,fit
5,1467,1261,fit
5,1469,1176,fit
5,1471,1295,fit
5,1472,1361,fit
5,1476,877,fit
5,1479,1606,fit
5,1480,1830,fit
5,1481,1427,fit
5,1482,989,fit
5,1483,814,fit
5,1484,621,fit
5,1486,282,fit
5,1487,944,fit
5,1488,111,fit
5,1489,997,fit
5,1492,1866,fit
5,1493,325,fit
5,1494,1849,fit
5,1495,1542,fit
5,1497,1055,fit
5,1498,1060,fit
5,1499,92,fit
5,1500,312,fit
5,1502,886,fit
5,1505,727,fit
5,1506,1042,fit
5,1509,102,fit
5,1510,1306,fit
5,1512,93,fit
5,1514,1115,fit
5,1516,120,fit
5,1518,1439,fit
5,1520,1829,fit
5,1522,1949,fit
5,1524,59,fit
5,1525,1104,fit
5,1526,410,fit
5,1527,286,fit
5,1529,827,fit
5,1535,237,fit
5,1536,906,fit
5,1537,1843,fit
5,1538,313,fit
5,1543,1672,fit
5,1544,1565,fit
5,1548,548,fit
5,1552,870,fit
5,1553,1343,fit
5,1554,1265,fit
5,1556,1742,fit
5,1557,1420,fit
5,1558,199,fit
5,1561,1161,fit
5,1562,1203,fit
5,1563,1728,fit
5,1564,1014,fit
5,1565,290,fit
5,1567,169,fit
5,1571,92,fit
5,1572,1399,fit
5,1574,1502,fit
5,1575,1227,fit
5,1576,685,fit
5,1577,24,fit
5,1579,825,fit
5,1580,265,fit
5,1582,1855,fit
5,1583,880,fit
5,1585,1419,fit
5,1586,1776,fit
5,1588,1743,fit
5,1589,1155,fit
5,1590,1918,fit
5,1591,1350,fit
5,1592,924,fit
5,1595,1430,fit
5,1597,1095,fit
5,1598,1759,fit
5,1599,1135,fit
5,1600,62,fit
5,1601,1282,fit
5,1602,1766,fit
5,1605,307,fit
5,1606,1053,fit
5,1607,339,fit
5,1608,747,fit
5,1610,465,fit
5,1611,1735,fit
5,1612,471,fit
5,1613,193,fit
5,1616,1986,fit
5,1618,1019,fit
5,1620,1219,fit
5,1622,1018,fit
5,1623,1471,fit
5,1624,291,fit
5,1626,1096,fit
5,1627,1483,fit
5,1628,229,fit
5,1629,599,fit
5,1630,1194,fit
5,1631,1276,fit
5,1635,841,fit
5,1636,1005,fit
5,1637,23,fit
5,1638,1372,fit
5,1641,1050,fit
5,1643,162,fit
5,1644,1901,fit
5,1646,1802,fit
5,1648,70,fit
5,1649,1664,fit
5,1650,803,fit
5,1651,389,fit
5,1652,184,fit
5,1653,118,fit
5,1654,5,fit
5,1656,1061,fit
5,1657,1745,fit
5,1658,774,fit
5,1659,1488,fit
5,1662,1873,fit
5,1664,178,fit
5,1665,1657,fit
5,1667,1254,fit
5,1669,765,fit
5,1672,2016,fit
5,1674,874,fit
